mainstem,head,out,provider
1455009,23606808,23606784,2
1442420,23607830,23606810,2
1453596,23611924,23606962,2
1453612,23608726,23611846,2
1456624,23607040,23607016,2
1433705,23607256,23607042,2
1451189,23607132,23607104,2
1442859,23608952,23607170,2
1463041,23608082,23607274,2
1456627,23608258,23607294,2
1442860,23608134,23607318,2
1449225,23608184,23607390,2
1456619,23608250,23607404,2
1446818,23608382,23607424,2
1445508,23607518,23607484,2
1452323,23612088,23607566,2
1463014,23607614,23607600,2
1463046,23607674,23607658,2
1460551,23607694,23607676,2
1456612,23607744,23607724,2
1458468,23608842,23608900,2
1451188,23609468,23609512,2
1462993,23623810,23623796,2
1428297,23624002,23630074,2
1454993,23623216,23623194,2
1448344,23623266,23623232,2
1462984,23623278,23623268,2
1442416,23623422,23623292,2
1452322,23623332,23623304,2
1460542,23623358,23623340,2
1454999,23623388,23623364,2
1452321,23623484,23623456,2
1436584,23623714,23623514,2
1439445,23623644,23623542,2
1465895,23623582,23623568,2
1462985,23623606,23623594,2
1456591,23623668,23623646,2
1460536,23623764,23623722,2
1465908,23623740,23623726,2
1469349,23623752,23623744,2
1469354,23624018,23623814,2
1456597,23623878,23623860,2
1453589,23623940,23623910,2
1451177,23623970,23623942,2
1462996,23623998,23623982,2
1435984,23630542,23630372,2
1453582,23630144,23630118,2
1465887,23630160,23630146,2
1453581,23630208,23630186,2
1460522,23630248,23630230,2
1446804,23630348,23630310,2
1458424,23630370,23630352,2
1456587,23631304,23630426,2
1456577,23630468,23630450,2
1451167,23630578,23630548,2
1445495,23630664,23630580,2
1448339,23632312,23630588,2
1460528,23630644,23630632,2
1439991,23630826,23630758,2
1469322,23631608,23630828,2
1451169,23630876,23630848,2
1462968,23631848,23630878,2
1442413,24233204,24233108,2
1444896,24233160,24233114,2
1444335,24233274,24233206,2
1450136,24233308,24233276,2
1446798,24233350,24233310,2
1448334,24234186,24233352,2
1443808,24233484,24233390,2
1453568,24234232,24233408,2
1465852,24233468,24233454,2
1478805,24233510,24233502,2
1453571,24234034,947070188,2
1454972,24234182,24235538,2
1440282,23648852,24235528,2
1454967,24235054,24235552,2
1478810,24235102,24235540,2
2314158,24235672,24235258,2
1434360,23659628,24235780,2
1426191,23822697,24232976,2
1437448,23640252,23637946,2
1431581,23637884,24235594,2
1449189,23637740,23637708,2
1456549,23637764,23637742,2
1469257,23637832,23637820,2
1453556,23637912,23637886,2
1473444,23637922,23637914,2
1458387,23638446,23637924,2
1460484,23637944,23637926,2
1443311,23638084,23638036,2
1447533,23639460,23638086,2
1433280,23640000,23638120,2
1462936,23638232,23638216,2
1473457,23638254,23638248,2
1456555,23640044,23638280,2
1465834,23638336,23638312,2
1452296,23639324,23638360,2
1443312,23638844,23638376,2
1462932,23638464,23638448,2
1444893,23638670,23639074,2
1430973,23648672,24235536,2
1439985,23648360,23648268,2
1436580,23647934,23647744,2
1449188,23647794,23647760,2
1458379,23647914,23647894,2
1453549,23647958,23651346,2
1443304,23648184,23648090,2
1458378,23648152,23648116,2
1446107,23650570,23648186,2
1454950,23648228,23648204,2
1460460,23650602,23648322,2
1456538,23648384,23648362,2
1462899,23649094,947070060,2
1469222,23648410,23648398,2
1462909,23648480,23648466,2
1438480,23648568,23648486,2
1462898,23650386,23648570,2
1454949,23648618,23648594,2
1465808,23648700,23648688,2
1446105,23648744,23648702,2
1465794,23649010,23648996,2
1446789,23649454,947070119,2
1485773,23650858,23649272,2
1495725,23649310,23649280,2
2314288,23651316,23649466,2
1440594,23660432,23659292,2
1439189,23660476,23659404,2
1456527,23659696,23659448,2
1462889,23660162,23659574,2
1465785,23659614,23659600,2
1465780,23659650,23659636,2
1462893,23659676,23659662,2
1460438,24506788,24506568,2
1446775,24506590,24504248,2
1436911,24504484,24504330,2
1447511,24505128,24504362,2
1451127,24507052,24504404,2
1453530,24504518,24504492,2
1449169,24505190,947070077,2
1439983,24504704,24504564,2
1446097,24504636,24504568,2
1451129,24507102,24504572,2
1454922,24504736,24504706,2
1440592,24504878,24504794,2
1458351,24505712,24504816,2
1460448,24505398,24504880,2
1444318,24505526,24504900,2
1458353,24504930,24504910,2
1452268,24505000,24504972,2
1465763,24505020,24505010,2
1473365,24505056,24505046,2
1458349,24505078,24505062,2
1458345,24505146,24505130,2
1469184,24505204,24505192,2
2314349,24505288,24505282,2
1469200,24505346,24505334,2
1473377,24505640,947070199,2
1485671,24505612,24505652,2
1447513,24505670,24507536,2
1511734,24505826,24505856,2
1469197,24505870,24507488,2
1450103,24507446,24507616,2
1427244,23700613,24507752,2
1431346,23663517,23662957,2
1450099,23663557,23663535,2
1448302,23664347,23664763,2
1439436,23665185,23662995,2
1442832,23663115,23663063,2
1462850,23664861,23663147,2
1462861,23663175,23663159,2
1478585,23664857,23663177,2
1452251,23664831,23663199,2
1449161,23663279,23663225,2
1454911,23663257,23663235,2
1452254,23664303,23663303,2
1454915,23664177,23663347,2
1447507,23663743,23663429,2
1449163,23664047,23663533,2
1452255,23663579,23663565,2
1462855,23663707,23663691,2
1473311,23665377,23664845,2
1485541,23665021,23665073,2
1460390,23823229,23821829,2
1460411,23821743,23821725,2
1460410,23823281,23821785,2
1440912,23821887,23821801,2
1443784,23825013,23821815,2
1458320,23823981,23821893,2
1435443,23822149,23821929,2
1458318,23824949,23821961,2
1458309,23822031,23822011,2
1465698,23822063,23822051,2
1460396,23822109,23822095,2
1460397,23822187,23822163,2
1450094,23824573,23822205,2
1441613,23822321,23822245,2
1465705,23822287,23822273,2
1460404,23822399,23822381,2
1458316,23822435,23825071,2
1456491,23822463,23822449,2
1442827,23822531,23822477,2
1469124,23824455,23822533,2
1456489,23822609,23822589,2
1478560,23822707,23822699,2
1462841,23823385,23822713,2
1469141,23822743,23822731,2
1447499,23822797,23822745,2
1462821,23822783,23822767,2
1462820,23822963,23822947,2
1456493,23823007,23822985,2
1485514,23823041,23823035,2
1456490,23823081,23823079,2
1465707,23823163,23823153,2
1469146,23823253,23823259,2
1469144,23823337,23823661,2
1469140,23823435,23823863,2
1460405,23824249,23824109,2
1469093,23671507,23671495,2
1430304,23671179,23670625,2
1456481,23670657,23670635,2
1462818,23670675,23670659,2
1436737,23673713,23670705,2
1452233,23670777,23670749,2
1469089,23670885,23670875,2
1478493,23670893,23670887,2
1442823,23670957,23670897,2
1444862,23673213,23671041,2
1454890,23671095,23671075,2
1458289,23671127,23671107,2
1458297,23672557,23671185,2
1462806,23671205,23671189,2
1437635,23671391,23671207,2
1456474,23671273,23671253,2
1451108,23671313,23671283,2
1456479,23671347,23671325,2
1460373,23671835,23671819,2
1449151,23671427,23671403,2
1460385,23672053,23671435,2
1462810,23672299,23671455,2
1462813,23671489,23671473,2
1462795,23659634,23671519,2
1444307,23671653,23671531,2
1448291,23671597,23671535,2
1456476,23671567,23671541,2
1478506,23671551,23671545,2
1452236,23672651,23671615,2
1454898,23671881,23671861,2
1473239,23672981,23673067,2
1462799,23673677,23674083,2
1473228,23673737,23673867,2
1432062,23682251,23672941,2
1440583,23681119,23681037,2
1462794,23681071,23681055,2
1460367,23681137,23681121,2
1456465,23681225,23681203,2
1447491,23681301,23681263,2
1460369,23681395,23681383,2
1460368,23681451,23681437,2
1473217,23681463,23681453,2
1454883,23686444,23686420,2
1450075,23685928,23685852,2
1437252,23687358,23685428,2
1441602,23688828,23685660,2
1460350,23685752,23685734,2
1454875,23685898,25066217,2
1444301,23686002,23685952,2
1442815,23686108,25066221,2
1445449,23686068,23686028,2
1458260,23686152,23686134,2
1458282,23686188,23686166,2
1462759,23686232,23686216,2
1458269,23689568,23686258,2
1478394,23686336,23686322,2
1454869,23686358,23686338,2
1458271,23686376,23686360,2
1469032,23686390,23686378,2
1465630,23686404,23686392,2
1444858,23686498,23686446,2
1441601,23686608,23686512,2
1462765,23686556,23686542,2
1439692,23686710,23686626,2
1456455,23686734,23686712,2
1450064,23689916,23686752,2
1445448,23686866,23686818,2
1465621,23686882,23686868,2
1435083,23687150,23686906,2
1443279,23687054,23687006,2
1469035,23688870,23687058,2
1452222,23687112,23687090,2
1460353,23687170,23687152,2
1473184,23687236,23687226,2
1469045,23687290,23687284,2
1462771,23687308,23687292,2
1462773,23687332,23687316,2
1458266,23689828,23689634,2
1478377,23689816,23690198,2
1465609,23701771,23702011,2
1443769,23701495,23700645,2
2314445,23700515,23700517,2
1436417,23701193,23700697,2
1458256,23700133,23700119,2
1469010,23700841,23700171,2
1465610,23700213,23700201,2
1454864,23701841,23700257,2
1456440,23701305,23700287,2
1478359,23700303,23700295,2
1494917,23700335,23700331,2
1485222,23700339,947070112,2
1454867,23700391,23700367,2
1478352,23700471,23700459,2
2314450,23700767,23700521,2
1469012,23700643,23700635,2
2314417,23700773,23700769,2
1473133,23701089,23700981,2
1510464,23701223,23701207,2
1485215,23701573,23701561,2
1430483,23708921,23700695,2
1478349,23706416,23706408,2
1433112,23706406,23706172,2
1443768,23706332,23706286,2
1452211,23706352,23706334,2
1473120,23706668,23706384,2
1465604,23706552,23706456,2
2314537,23706692,23706642,2
1443272,23709545,23708733,2
1441973,23710045,23708573,2
1450056,23709683,23708617,2
1437626,23709839,23708425,2
1456427,23709957,23709937,2
1478327,23708457,23708451,2
1460314,23709935,23708507,2
1450055,23709729,23708531,2
1460316,23709693,23708591,2
1473107,23708665,23708655,2
1456426,23710029,23708697,2
1462737,23708807,23708787,2
1443271,23709479,23708817,2
1462733,23709069,23708923,2
1456433,23708973,23708953,2
1478315,23709965,23708975,2
1449125,23709039,23708985,2
1462735,23709003,23708989,2
1485170,23709963,23709959,2
1449119,24516514,24516702,2
1440572,24517044,24515514,2
1442377,24515796,24515740,2
1462718,24516808,24515648,2
1473078,24515810,24515808,2
1478287,24515816,24515812,2
1437431,24517022,24515836,2
1453464,24516236,24515884,2
1462722,24516354,24515894,2
1458237,24516012,24515970,2
1465582,24516000,24515976,2
1468970,24516044,24516024,2
1450053,24516414,24516050,2
1473081,24516828,24516114,2
1485129,24516144,24516138,2
1473086,24516440,24516540,2
1458230,23714240,23714220,2
1442803,23714310,23714320,2
1439964,23714064,23713970,2
1485108,23714004,23713998,2
1485110,23714036,23714030,2
1449116,23714468,23714066,2
1447465,23714136,23714102,2
1445436,23714206,23714152,2
1468964,23714424,23714208,2
1458227,23714290,23714270,2
1462713,23714540,23714364,2
1456406,23719339,23719317,2
1444275,23721801,23719519,2
1438028,23722361,23718789,2
1442802,23720269,23718809,2
1460292,23718841,23718823,2
1444838,23718885,23718845,2
1451063,23718921,23718889,2
1456410,23718951,23718929,2
1458218,23718973,23718953,2
1462702,23719003,23718989,2
1460270,23719071,23719045,2
1454839,23719119,23719101,2
1452184,23721239,23719131,2
1458212,23719197,23719177,2
1436730,23719447,23719267,2
1448257,23719387,23719307,2
1454843,23719367,23719343,2
1465561,23719463,23719449,2
1453447,23719491,23719465,2
1460269,25067735,23719551,2
1454834,23719617,23719593,2
1444277,23719665,23719621,2
1451058,23719717,23719687,2
1447458,23722263,23719751,2
1443260,23721323,23719795,2
1456405,23719851,23719831,2
1468924,23720055,23719853,2
1473039,23721023,23719865,2
1442800,23721445,23719871,2
1458217,23719965,23719945,2
1458206,23721999,23720077,2
1462695,23721105,23721057,2
1478205,23722127,23722061,2
1460272,23722107,23722125,2
1438239,23732717,23721891,2
1451053,23733329,23732547,2
1465516,23733233,23732551,2
1446726,23733435,23732567,2
1458198,23732623,23732599,2
1468897,23732861,23732687,2
1462672,23732735,23732723,2
1449104,23732777,23732737,2
1465517,23732759,23732747,2
1451054,23732819,23732789,2
1472990,23732889,23732879,2
2314637,23733397,23732917,2
1465519,23732977,23733057,2
1462668,23733365,23733305,2
1434453,23735981,23735725,2
1440892,23737773,23735983,2
1442793,23737627,23735831,2
1446723,23736443,23735901,2
1451049,23735949,23735913,2
1451044,23737345,23735987,2
1439960,23736233,23736163,2
1468876,23736245,23736235,2
1465503,23736869,23736247,2
1444826,23737809,23736263,2
1494494,23736491,23736487,2
1454818,23736507,23736585,2
1431285,24242121,24241627,2
1437427,24241741,24241637,2
1468840,24241709,24241697,2
1449092,24241837,24241803,2
1462650,24241899,24241871,2
1454811,24243161,24241919,2
1465485,24241997,24241987,2
1465486,24242085,24242075,2
1458180,24242559,24242129,2
1444824,24242203,24242159,2
1443252,24242277,24243661,2
1452170,24242255,24242257,2
1478105,24242287,24242279,2
1465484,24242411,24242397,2
1462646,24242451,24242441,2
1468848,24243007,24243553,2
1451035,24521458,24522186,2
1440884,24520420,24522188,2
1447439,24520382,24522184,2
1458164,24520484,24522194,2
1438233,24521544,24522166,2
1472903,24520596,24520586,2
1458170,24520886,24522174,2
1462635,24520630,24522178,2
1462633,24520638,24522176,2
1446714,24520766,24520640,2
1456375,24520810,24522172,2
1443744,24521006,24522108,2
1438234,24521374,23834435,2
1429404,23744740,24521980,2
1443697,23815010,24522118,2
1433784,23745502,23743618,2
1452151,23745728,23743588,2
1452150,23743666,23743638,2
1446707,23745916,23743688,2
1452157,23743768,23743740,2
1452148,23745934,23743836,2
1472861,23743882,23743872,2
1456355,23745968,23743894,2
1460216,23743940,23743910,2
1442786,23743998,23743950,2
1456361,23744086,23744066,2
1447437,23744142,23744104,2
1454796,23744212,23744188,2
1462620,23744234,23744216,2
1445411,23744340,23744296,2
1450015,23744408,23744368,2
1460225,23744430,23744410,2
1452154,23745070,23744446,2
1472878,23744512,23744502,2
1462606,23744554,23744544,2
1440248,24248476,24248392,2
1477975,24248424,24248418,2
1465427,24248494,24248486,2
1434966,24249986,24248514,2
1462598,24250432,24248540,2
1439674,24248630,24248560,2
1439410,24248822,24248750,2
1448223,24248884,24248848,2
1472849,24248894,24248886,2
1460204,24249628,24248962,2
1477996,24249024,24249016,2
1446031,24249076,24248960,2
1462604,24249066,24249050,2
1460208,24249104,24249078,2
1477999,24249112,24249106,2
1468787,24249126,24249114,2
1454785,24249152,24249128,2
1460203,24249170,24249154,2
1460202,24249196,24249178,2
1472845,24249214,24249198,2
1484733,24249934,24249844,2
1494136,24249886,24249854,2
1452134,23834199,23834425,2
1443731,23832793,23832743,2
1441950,23832847,23834475,2
1453395,23832887,23832849,2
1462586,23833749,23832857,2
1456342,23832949,23832927,2
1444809,23833451,23834471,2
1462588,23833663,947080002,2
1442355,23833149,23833001,2
1472826,23833047,23833037,2
1449071,23833407,23833853,2
1435560,23752414,23752446,2
1439408,23753954,23752338,2
1438916,23753942,23752266,2
1426120,23752170,23735689,2
1454770,23753234,23751802,2
1465392,23752064,23752050,2
1454766,23752102,23752078,2
1456330,23752196,23752178,2
1444802,23752264,23752220,2
1454772,23753622,23752388,2
1462575,23752590,23752570,2
1458125,23752620,23752602,2
1441947,23752692,23752594,2
1472797,23753006,23752652,2
1465402,23752708,23752694,2
1468750,23752726,23752716,2
1435309,23759366,23759222,2
1453385,23759250,23759252,2
1438448,23759584,23759368,2
1440871,23759438,23759374,2
1447414,23759508,23759460,2
1449992,23760190,23759520,2
1472777,23759614,23759602,2
1453369,23763277,23763251,2
1436721,23762793,23792823,2
1443722,23762719,23762669,2
1449053,23762829,23762795,2
1460158,23762865,23762853,2
1441210,23764279,23762879,2
1456314,23764763,23762925,2
1454752,23762957,23762939,2
1446013,23765095,23762959,2
1477853,23764973,23762989,2
1438673,23763181,23763067,2
1450996,23763491,23763083,2
1468705,23763103,23763091,2
1477844,23763123,23763111,2
1465362,23763217,23763183,2
1468701,23763193,23763185,2
1449050,23763249,23763219,2
1456319,23763321,23765043,2
1477847,23763469,23763467,2
1462543,23763915,23763493,2
1435189,23763675,23763517,2
1458101,23763581,23764901,2
1468707,23763563,23763555,2
1449056,23763717,23763683,2
1472743,23764925,23763767,2
1458106,23764375,23763779,2
1493833,23763807,23763803,2
1472744,23763821,23763811,2
1453368,23765513,23765475,2
1428723,23773721,23765583,2
1465354,23773399,23773385,2
1440542,23774767,23773221,2
1434860,23774841,23773005,2
1452107,23772979,23772951,2
1456294,23773175,23773153,2
1456297,23774565,23773185,2
1460135,23773273,23773261,2
1450989,23773307,23773291,2
1456304,23773323,23773329,2
1453364,23773443,23773401,2
1472713,23773419,23773409,2
1462529,23773479,23773467,2
1456298,23773505,23773485,2
1439939,23773965,23773507,2
1462528,23773551,23773535,2
1465356,23773649,947090100,2
1456301,23773807,23773985,2
1438908,23781181,23780805,2
1431511,23780669,23780877,2
1460132,23781543,23780733,2
1456291,23781703,23780957,2
1430863,23785871,23780405,2
1453358,23780569,23780533,2
1447402,23781879,23780671,2
1439660,23781413,23780695,2
1450981,23786171,23786143,2
1449966,23787245,23785721,2
1460117,23785825,23785809,2
1462502,23785911,23785897,2
1437809,23785995,23785913,2
1472669,23786007,23785997,2
1441554,23786069,23786009,2
1462503,23786881,23786071,2
1454732,23786113,23786089,2
1443218,23786217,23786133,2
1440538,23786311,23786227,2
1493667,23786261,23786253,2
1465326,23786339,23786329,2
1449036,23791269,23791237,2
1456273,23792143,23792017,2
1448185,23791433,23791415,2
1450976,23791049,23791019,2
1465307,23791069,23791057,2
1444226,23792187,23791097,2
1444225,23792539,23791159,2
1468623,23791191,23791179,2
1458058,23791235,23791217,2
1460108,23791347,23791335,2
1454723,23791873,23791761,2
1436884,23800914,23791741,2
1450974,23791993,23791855,2
1436555,23796965,23791899,2
1441927,23796565,23796499,2
1453338,23797111,23796583,2
1465291,23797157,23796611,2
1454712,23796669,23796645,2
1452085,23796713,23796685,2
1462479,23796757,23796741,2
1448180,23796805,23796769,2
1449032,23796831,23796807,2
1458050,23796849,23796833,2
1460099,23796869,23796851,2
1452084,23796995,23796967,2
1477703,23797317,23797313,2
1456262,23800644,23800614,2
1439656,23801762,23800564,2
1468606,23800592,23800570,2
1477690,23800580,23800572,2
1465277,23800688,23800674,2
1460088,23800708,23800690,2
1448177,23800754,23800710,2
1452080,23800784,23800756,2
1454708,23800810,23800786,2
1465280,23800926,23800916,2
1468600,23800940,23800928,2
1452082,23801242,23800942,2
1472610,23800978,23800970,2
1462454,23805326,23805312,2
1435819,23805176,23792815,2
1453323,23804930,23804884,2
1462459,23804910,23804894,2
1447388,23805036,23804940,2
1452074,23804970,23804942,2
1452077,23805006,23804978,2
1449953,23805080,23805050,2
1453325,23805578,23805100,2
1462455,23805190,23805140,2
1453322,23805296,23805270,2
1472576,23810814,23810714,2
1440531,23809302,23809176,2
1462451,23809400,23809374,2
1432655,23809414,23809000,2
1448174,23809046,23809014,2
1449021,23809146,23809114,2
1446660,23810376,23809188,2
1441548,23809474,23809416,2
1458029,23809512,23809492,2
1453321,23809546,23809514,2
1465255,23809562,23809548,2
1456247,23809606,23809564,2
1462444,23809718,23809708,2
1468576,23809738,23809732,2
1462440,23809964,23809956,2
1450953,23815110,23815082,2
1458021,23814936,23814916,2
1445985,23814984,23814938,2
1456237,23815008,23814986,2
1456235,23815080,23815060,2
1437623,23736725,23736559,2
1458189,23736321,23736303,2
2314773,23839756,23838154,2
2314871,23839792,23838248,2
2314897,23839760,23838332,2
2315042,23839628,23838430,2
2315055,23838560,23838450,2
2315120,23838590,23838562,2
2315159,23838608,23838592,2
2315140,23838630,23838610,2
2315075,23838708,23838632,2
2315155,23838726,23838710,2
2315105,23839110,23838746,2
2315157,23839162,23838754,2
2315497,23838842,23838802,2
2315556,23839068,23838864,2
2315504,23839234,23838808,2
2315675,23845545,23844621,2
2315630,23844575,23844559,2
2315648,23844595,23844585,2
2315660,23846041,23844599,2
2315743,23844675,23844649,2
2315734,23844869,23844811,2
2315775,23844837,23844827,2
2315762,23845695,23844871,2
2316001,23845831,23844901,2
2316070,23845171,23844949,2
2316179,23845349,23844973,2
2316164,23845003,23844989,2
2316152,23845049,23845027,2
2316166,23845087,23845073,2
2316118,23845235,23845173,2
2316207,23845241,23845237,2
2316018,23845361,23845357,2
2315661,23846035,23846061,2
2316572,23850627,23850545,2
2316435,23850543,23856583,2
2316867,23850197,23850187,2
2316741,23851329,23850235,2
2316822,23850279,23850267,2
2316689,23850327,23850299,2
2316762,23850429,23850401,2
2316653,23850485,23850455,2
2316735,23850581,23850559,2
2316674,23850651,23850629,2
2316757,23851989,23850653,2
2316649,23850727,23850671,2
2316683,25096634,23850677,2
2316549,23850801,947100097,2
2316825,23851203,23850803,2
2316691,23851067,23850815,2
2316826,23850827,23850821,2
2316690,23851105,23850861,2
2316724,23850911,23850891,2
2316761,23850965,23850949,2
2317073,23851005,23851003,2
2316784,23851995,23851881,2
2316731,23857089,23857071,2
2316644,23857459,23856701,2
2316778,23856689,23856675,2
2316587,23857155,23856721,2
2316746,23856779,23856771,2
2316657,23857249,23856781,2
2316625,23856855,23856811,2
2316947,23856835,23856829,2
2316539,23856947,23856857,2
2316618,23857011,23856973,2
2316884,23857021,23857013,2
2316770,23857045,23857033,2
2316837,23857101,23857091,2
2316769,23857147,23857137,2
2316885,23857297,23857351,2
2316834,23857563,23857665,2
2318185,23860937,23860815,2
2318057,23861303,23860687,2
2318114,23860803,23860751,2
2318115,23860779,23860753,2
2318212,23860857,23860837,2
2318208,23860901,23860875,2
2318251,23860943,23860939,2
2318410,23864430,23864346,2
2318617,23864470,23864462,2
2318643,23864500,23864486,2
2318679,23864544,23864522,2
2318726,23864686,23864566,2
2318746,23864602,23864576,2
2318760,23865040,23864654,2
2318753,23866236,23864688,2
2318763,23864726,23864706,2
2318782,23864718,23864712,2
2318937,23865256,23864738,2
2318965,23865398,23864740,2
2318976,23864886,23864860,2
2318987,23864952,23864928,2
2318993,23865074,23865058,2
2318440,23865108,23865088,2
2319328,23871129,23871125,2
2319337,23871187,23871145,2
2319423,23872833,23871829,2
2319536,23872859,23871879,2
2319514,23871937,23871911,2
2319589,23872505,23872013,2
2319509,23872685,23872087,2
2319554,23872185,23872173,2
2319532,23872209,23872191,2
2319563,23872235,23872225,2
2319610,23872243,23872237,2
2319553,23872263,23872247,2
2319494,23872305,23872265,2
2319546,23872421,23872885,2
2319581,23872835,23872777,2
2320024,23875647,23877117,2
2320000,23876855,23875749,2
2320067,23877141,23875741,2
2320256,23875813,23876101,2
2320273,23877129,23875815,2
2320324,23876709,23875847,2
2320330,23875873,23875849,2
2320265,23876401,23875909,2
2320351,23875965,23875951,2
2320382,23876009,23875999,2
2320392,23876021,23876015,2
2320309,23876055,23876023,2
2320318,23876301,23876071,2
2320062,23876217,23876213,2
2320044,23876291,23876269,2
2320774,23880772,23880632,2
2320797,23880716,23880670,2
2321055,23881004,23881060,2
2321125,23880902,23880890,2
2321109,23881658,23880936,2
2321115,23881342,23881032,2
2321503,23881306,23881192,2
2320833,23881922,23881988,2
2321652,23887078,23886162,2
2321671,23886224,23886196,2
2321714,23887136,23886240,2
2321746,23887086,23886306,2
2321753,23886602,23886344,2
2321770,23886422,23886402,2
2321789,23886460,23886450,2
2321751,23886496,23886466,2
2322038,23886544,23886520,2
2322171,23889806,23889736,2
2322109,23890020,23889434,2
2322205,23889478,23889452,2
2322230,23889504,23889486,2
2322257,23890526,23889658,2
2322175,23889712,23889670,2
2322222,23889734,23889714,2
2322216,23889832,23889810,2
2322224,23889864,23889844,2
2322197,23890628,23889872,2
2322716,23893327,23893303,2
2322739,23893361,23893333,2
2322745,23893389,23893347,2
2322888,23895814,23893934,2
2323857,23893970,23893962,2
2323121,23894116,23893988,2
2323348,23895920,23894008,2
2323563,23895766,23894234,2
2323520,23894286,23894268,2
2323271,23894328,23894302,2
2323289,23894392,23894352,2
2323287,23896018,23894464,2
2323988,23894504,23894498,2
2323675,23894524,23894512,2
2323522,23895304,23894558,2
2323188,23894994,23894572,2
2323758,23894614,23894606,2
2323242,23894724,23894682,2
2323168,23894806,23894752,2
2323617,23894780,23894766,2
2323455,23894844,23894822,2
2322818,23901795,25055589,2
2323604,23902157,23900909,2
2323196,23901027,23900937,2
2323603,23900973,23900959,2
2323837,23901007,23900999,2
2322948,23903511,23901085,2
2323235,23901199,23901147,2
2323812,23901379,23901371,2
2323552,23903403,23901407,2
2323658,23901423,23901411,2
2323644,23901495,23901483,2
2323268,23901565,23901511,2
2323148,23901695,23901583,2
2323502,23901615,23901591,2
2323721,23903311,23901649,2
2323438,23903201,23901725,2
2323468,23903165,23901727,2
2323472,23903027,23901797,2
2323388,23902269,23901839,2
2323651,23901875,23901867,2
2323555,23902461,23901885,2
2323506,23901935,23901917,2
2323341,23901967,23901937,2
2323510,23902001,23901979,2
2323605,23902023,23902009,2
2323324,23902059,23902025,2
2323322,23902099,23902067,2
2323488,24526606,24526588,2
2323116,24526724,24526648,2
2323493,24526750,24526732,2
2323571,24526860,24526850,2
2323402,24526916,24526892,2
2323159,24527014,24526942,2
2323686,24529026,24527028,2
2323697,24527088,24527078,2
2323123,24527196,24527090,2
2323900,24527110,24527104,2
2323700,24527146,24527128,2
2323631,24527164,24527152,2
2323432,24527228,24527206,2
2323634,24527264,24527246,2
2323407,24527986,24527320,2
2322980,24527506,24526612,2
2323689,24527520,24527512,2
2323464,24527542,24527522,2
2323194,24527602,24527544,2
2323696,24527614,947100157,2
2323633,24528186,24528308,2
2326533,23909605,23909579,2
2326464,23910977,23909577,2
2326550,23910893,23909645,2
2326539,23910211,23909669,2
2326537,23909809,23909783,2
2326557,23909877,23909857,2
2326493,23910507,23909907,2
2326509,23910053,23909997,2
2326594,23910113,23910085,2
2327101,23910169,23910139,2
2327104,23910197,23910173,2
2327239,23914847,23914697,2
2327185,23914675,23914361,2
2327354,23915777,23914383,2
2327350,23915933,23914499,2
2327326,23916089,23914571,2
2327320,23916033,23914715,2
2327334,23914759,23914733,2
2327383,23914803,23914791,2
2327343,23914877,23914855,2
2327336,23914899,23914879,2
2327356,23914913,23914901,2
2327248,23915079,23914915,2
2327278,23914973,23914923,2
2327414,23914985,23914975,2
2327307,23915259,23915009,2
2327410,23915679,23915139,2
2328342,23920786,23920848,2
2328105,23921142,23920426,2
2328149,23920578,23920486,2
2328238,23921002,23920590,2
2328363,23920920,23920856,2
2328486,23925174,23940171,2
2329038,23923534,23923476,2
2329370,23923182,23923164,2
2328932,23925100,23922976,2
2329015,23925104,23922980,2
2329812,23923128,23923118,2
2329591,23923150,23923138,2
2329589,23923242,23923228,2
2329007,23923388,23923284,2
2329369,23923310,23923292,2
2329234,23923352,23923330,2
2329846,23924052,23923362,2
2329500,23923408,23923390,2
2329419,23924732,23923490,2
2329586,23924138,23923548,2
2329154,23923580,23923554,2
2329174,23923622,23923594,2
2329320,23923658,23923660,2
2329581,23924350,23923686,2
2329836,23924272,23923702,2
2329840,23923746,23923738,2
2329841,23923764,23923756,2
2329696,23924158,23923798,2
2329498,23923860,23923842,2
2329155,23923922,23923876,2
2329692,23923942,23923934,2
2329317,23923990,23923972,2
2329421,23924014,23923998,2
2329831,23924408,23924276,2
2329168,23931708,23931024,2
2329101,23930794,23930770,2
2329486,23930684,23930662,2
2328878,23930948,23930760,2
2329268,23930808,23930800,2
2329195,23931916,23930854,2
2329642,23930886,23930876,2
2329644,23930900,23930894,2
2329470,23930978,23930962,2
2329480,23931086,23931070,2
2329560,23931100,23931088,2
2328915,23931186,23931118,2
2329116,23931242,23931192,2
2329357,23931276,23931258,2
2329479,23931340,23931332,2
2329191,23936175,23936149,2
2328745,23936143,23941755,2
2329263,23935801,23935779,2
2329068,23936705,23935845,2
2329393,23937075,23935927,2
2329070,23936103,23936041,2
2329540,23936081,23936069,2
2329299,23936923,23936109,2
2329463,23936191,23936177,2
2329021,23936263,23936193,2
2329401,23936227,23936211,2
2329225,23936305,23936281,2
2329447,23941555,23940195,2
2329524,23940967,23940531,2
2329386,23940569,23940553,2
2329128,23940703,23940653,2
2329392,23940681,23940665,2
2328940,23940795,23940725,2
2329186,23940823,23940797,2
2329741,23940989,23940859,2
2329164,23940895,23940869,2
2329338,23940987,23940969,2
2328736,23945241,23941745,2
2329604,23945829,23945371,2
2329179,23946071,23944941,2
2329375,23945001,23944985,2
